0.1396	3.2951	0	0	0.1396	3.2951	-0.0118	2.9997	-0.0785	0.9969
0.0854239	3.27417	-0.0863239	1.0886	0.0847616	3.23489	-0.0712	3.395	-0.2028	0.9792
-0.0284238	3.8999	-0.295188	1.48581	-0.029	3.9267	-0.1797	3.7797	-0.3239	0.9461
-0.312852	4.14148	-0.74265	0.698198	-0.296665	3.93212	-0.3356	4.1478	-0.4399	0.898
-0.661531	4.46512	-0.886762	0.824226	-0.6673	4.4737	-0.5364	4.4935	-0.549	0.8358
-0.648476	4.80745	0.184529	0.439956	-0.643202	4.98951	-0.7789	4.8112	-0.6494	0.7604
-1.13259	5.09276	-1.33543	0.773812	-1.195	5.1243	-1.0593	5.0961	-0.7396	0.673
-1.31952	4.96315	-0.671097	0.447057	-1.13694	4.32599	-1.3732	5.3436	-0.8181	0.575
-1.87651	5.48507	-1.46562	1.43285	-1.9169	5.5554	-1.7157	5.5498	-0.8838	0.4679
-2.2873	5.69473	-0.912064	0.253461	-2.27111	5.6565	-2.0813	5.7114	-0.9354	0.3535
-2.53125	5.7424	-0.601253	0.0859503	-2.5171	5.7283	-2.4643	5.8259	-0.9724	0.2334
-3.50236	5.76692	-1.57446	-0.0038669	-3.5099	5.7662	-3.258	5.9073	-0.9999	-0.0157
-3.97142	6.07712	-0.0189165	0.612637	-3.9596	6.0818	-4.0471	5.7886	-0.9646	-0.2639
-4.93305	5.54555	-1.87692	-1.39228	-4.9471	5.5304	-4.7818	5.4775	-0.8686	-0.4955
-5.01207	5.15252	0.913469	0.0215894	-4.991	5.1632	-5.4161	4.9934	-0.7181	-0.6959
-5.81933	4.37231	-2.10302	-1.54249	-5.8421	4.3605	-5.9101	4.3668	-0.5225	-0.8526
-6.18815	3.5844	0.473184	-0.667645	-6.1687	3.591	-6.2327	3.6371	-0.2941	-0.9558
-6.51496	2.82356	-0.910138	-1.11229	-6.5254	2.8202	-6.3637	2.85	-0.0471	-0.9989
-6.30548	1.73849	0.928622	-1.49518	-6.2916	1.7356	-6.2949	2.055	0.2028	-0.9792
-6.23081	1.2651	-0.381872	-0.0777455	-6.2407	1.2758	-6.0305	1.3022	0.4399	-0.898
-5.68983	0.607909	1.2782	-1.24463	-5.6773	0.5991	-5.5872	0.6388	0.6494	-0.7604
-5.04806	0.0269597	0.53141	-0.431231	-5.0537	0.0331	-4.9928	0.1064	0.8181	-0.575
-4.36935	-0.358008	1.02872	-0.509644	-4.3656	-0.3586	-4.2848	-0.2614	0.9354	-0.3535
-3.41859	-0.556202	1.27933	-0.0987389	-3.4167	-0.5531	-3.5075	-0.4416	0.994	-0.1098
-2.91938	-0.389284	0.980385	0.401518	-2.76978	-0.364064	-3.108	-0.4572	0.9999	0.0157
-2.57156	-0.35941	0.861556	-0.00305843	-2.5814	-0.3777	-2.7098	-0.4228	0.99	0.1409
-2.34126	-0.246524	0.662371	0.316261	-2.43008	-0.246995	-2.319	-0.3386	0.9646	0.2638
-1.90441	-0.309054	1.16539	-0.314805	-1.8733	-0.3358	-1.9419	-0.2062	0.9239	0.3827
-1.60596	-0.0899846	0.412136	0.503974	-1.41933	-0.0550874	-1.5843	-0.0275	0.8686	0.4954
-1.1699	0.324349	1.15973	1.18555	-1.1172	0.3614	-1.2519	0.1946	0.7997	0.6004
-1.25571	0.79913	0.13656	0.665459	-1.71896	0.854426	-0.95	0.4566	0.7181	0.6959
-0.716968	0.786084	1.58244	-0.0569296	-0.6302	0.7295	-0.6833	0.7543	0.6253	0.7804
-0.339182	1.13419	0.864016	1.24095	-0.440543	1.07601	-0.456	1.0832	0.5225	0.8526
-0.0634744	1.46135	0.60001	0.752157	-0.075	1.4293	-0.2717	1.4379	0.4115	0.9114
-0.134306	1.73258	-0.197967	0.876835	-0.11946	1.57498	-0.1334	1.813	0.2941	0.9558
-0.200563	2.05474	-0.153108	0.795116	-0.1987	2.0494	-0.0431	2.2024	0.172	0.9851
0.0429046	2.46855	0.646955	1.09713	0.0601786	2.44616	-0.0024	2.6	0.0471	0.9989
-0.119533	3.22312	-0.712343	1.97777	-0.1826	3.2852	0.0039	2.9999	0.0471	0.9989
0.043699	3.51696	0.443482	0.962791	0.0152883	3.12236	0.0509	3.3969	0.172	0.9851
0.197023	3.97652	0.372464	1.17402	0.1935	3.9908	0.1473	3.7848	0.2941	0.9558
0.279025	4.35909	0.207469	1.1026	0.267463	4.24007	0.2915	4.1576	0.4115	0.9114
0.418019	4.61159	0.359913	0.568478	0.4228	4.5763	0.4813	4.5094	0.5225	0.8526
0.65896	4.94108	0.655182	1.15488	0.652474	4.82196	0.7137	4.8347	0.6253	0.7804
0.855367	5.22358	0.472018	0.644678	0.8465	5.189	0.9851	5.1282	0.7181	0.6959
1.05222	5.31933	0.53651	0.434598	1.02025	5.144	1.2911	5.3854	0.7997	0.6004
1.67639	5.59124	1.59927	0.73555	1.7181	5.6173	1.6269	5.6023	0.8686	0.4954
2.23467	5.67679	1.28315	-0.0701883	2.25617	5.72174	1.9873	5.7753	0.9239	0.3827
2.22598	5.73692	-0.0185598	0.0927124	2.1764	5.7315	2.3664	5.9018	0.9646	0.2638
2.54403	5.93846	0.765409	0.301548	2.68019	6.12638	2.7585	5.9798	0.99	0.1409
3.04081	6.12382	1.25117	0.506357	3.0619	6.1419	3.1572	6.008	0.9999	0.0157
3.50276	6.35072	1.06479	0.424521	3.53832	6.43097	3.5564	5.9861	0.994	-0.1098
4.03925	6.03521	1.2132	-0.852585	4.0261	5.9634	3.9496	5.9142	0.9724	-0.2335
4.3361	5.80491	0.710982	-0.549264	4.28972	5.81604	4.3308	5.7937	0.9354	-0.3535
4.9229	5.45855	1.44927	-0.799655	4.9532	5.4583	4.6938	5.6263	0.8838	-0.468
5.21345	5.34939	0.738523	-0.170961	5.10266	5.34404	5.033	5.4148	0.8181	-0.575
5.35867	5.16553	0.308699	-0.495524	5.3308	5.1428	5.343	5.1624	0.7396	-0.673
5.28854	4.94578	0.0847079	-0.284318	5.07775	4.78093	5.6189	4.8732	0.6494	-0.7604
5.859	4.50372	1.39261	-0.967624	5.9146	4.4944	5.8564	4.5516	0.549	-0.8358
5.97575	4.22181	0.349846	-0.594587	5.7669	4.14759	6.0517	4.2029	0.4399	-0.898
6.04759	3.9013	0.143061	-0.805827	6.0324	3.8895	6.2018	3.8324	0.3239	-0.9461
6.42884	3.43145	1.03106	-1.19318	6.51505	3.40092	6.3042	3.446	0.2028	-0.9792
6.50485	2.87527	0.094457	-1.4519	6.4461	2.8509	6.3574	3.0498	0.0784	-0.9969
6.64789	2.44161	0.0923641	-1.15514	6.83947	2.52998	6.3606	2.6501	-0.0471	-0.9989
6.3306	2.04277	-0.897205	-1.03774	6.2685	2.0373	6.3136	2.2531	-0.1719	-0.9851
6.15173	1.96363	-0.437445	-0.141434	6.2364	2.04939	6.2172	1.8651	-0.2941	-0.9558
6.07622	1.5712	-0.184035	-0.964676	6.0865	1.543	6.073	1.4923	-0.4115	-0.9114
5.98569	0.992873	-0.0202346	-1.43988	5.85823	0.948403	5.8832	1.1405	-0.5225	-0.8526
5.76294	0.800511	-0.60984	-0.497217	5.729	0.8311	5.6507	0.8153	-0.6253	-0.7804
5.52482	0.398207	-0.553359	-1.03833	5.49552	0.372064	5.3794	0.5218	-0.7181	-0.6959
5.24427	0.132975	-0.514771	0.176026	5.43515	0.159839	4.7376	0.0477	-0.8686	-0.4955
4.33722	-0.603402	-1.01805	-1.37512	3.93109	-0.4768	3.998	-0.2518	-0.9646	-0.2639
3.36702	-0.303581	-0.451383	0.621708	2.64039	-0.373704	3.2072	-0.358	-0.9999	-0.0157
2.90842	-0.184819	-0.68827	-0.188662	2.90631	-0.173713	2.4149	-0.2643	-0.9724	0.2334
1.60432	0.128649	-1.38855	0.53087	1.03447	0.00806902	1.6707	0.0236	-0.8838	0.4679
